region,district,city,neighborhood,mls,url,year,quarter,price_band,boundary_id,vendor,subtype,liveby_url,tech_contact
Bay Area,District 4,San Francisco,West Portal,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Westwood Highlands,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Westwood Park,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 5,San Francisco,Clarendon Heights,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,Distrct 5,San Francisco,Dolores Heights,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,Distrct 5,San Francisco,Noe Valley,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 6,San Francisco,Alamo Square,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 6,San Francisco,Hayes Valley,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 6,San Francisco,Western Addition,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 6,San Francisco,Lower Pacific Heights,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 6,San Francisco,Anza Vista,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 6,San Francisco,North Panhandle,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
,,,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
San Francisco,,,,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jSfX2WTvcI&neighborhood=San%20Francisco&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Bernal Heights,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://stage.admin.liveby.com/preview.html?stage=true&id=lRcX2UrWcI&neighborhood=Bernal%20Heights&brokerage=liveby&features=map,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=lRcX2UrWcI&neighborhood=Bernal%20Heights&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Castro,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=lnfX2UXbcI&neighborhood=Eureka%20Valley%20/%20Dolores%20Heights&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=lnfX2UXbcI&neighborhood=Eureka%20Valley%20/%20Dolores%20Heights&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Cow Hollow,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://stage.admin.liveby.com/preview.html?stage=true&id=vbnX2imacI&neighborhood=Cow%20Hollow&brokerage=liveby&features=map,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=vbnX2imacI&neighborhood=Cow%20Hollow&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Financial District,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=nVnX2gnScI&neighborhood=Financial%20District/Barbary%20Coast&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=nVnX2gnScI&neighborhood=Financial%20District/Barbary%20Coast&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Haight Ashbury,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=XphX2smbcI&neighborhood=Haight%20Ashbury&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=XphX2smbcI&neighborhood=Haight%20Ashbury&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Hayes Valley,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=fsiX2ShYcI&neighborhood=Hayes%20Valley&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=fsiX2ShYcI&neighborhood=Hayes%20Valley&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Marina,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://stage.admin.liveby.com/preview.html?stage=true&id=lkoX2suacI&neighborhood=Marina%20District&brokerage=liveby&features=map,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=lkoX2suacI&neighborhood=Marina%20District&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Nob Hill,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=VimX2upWcI&neighborhood=Nob%20Hill&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=VimX2upWcI&neighborhood=Nob%20Hill&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Noe Valley,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=hhdX2kcacI&neighborhood=Noe%20Valley&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=hhdX2kcacI&neighborhood=Noe%20Valley&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,North Beach,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=jmoX2woUcI&neighborhood=North%20Beach&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=jmoX2woUcI&neighborhood=North%20Beach&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Pacific Heights,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://stage.admin.liveby.com/preview.html?stage=true&id=ddmX2wXacI&neighborhood=Pacific%20Heights&brokerage=liveby&features=map,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=ddmX2wXacI&neighborhood=Pacific%20Heights&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Potrero Hill,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=prfX2kYRcI&neighborhood=Potrero%20Hill&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=prfX2kYRcI&neighborhood=Potrero%20Hill&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Presidio Heights,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=vdlX2wkfcI&neighborhood=Presidio%20Heights&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=vdlX2wkfcI&neighborhood=Presidio%20Heights&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Richmond District ,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://stage.admin.liveby.com/preview.html?stage=true&id=ffjX2YdlcI&neighborhood=Richmond%20District&brokerage=liveby&features=map,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=ffjX2YdlcI&neighborhood=Richmond%20District&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Russian Hill,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=jonX2crWcI&neighborhood=Russian%20Hill&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=jonX2crWcI&neighborhood=Russian%20Hill&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Sea Cliff,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=nnkX2ilmcI&neighborhood=Sea%20Cliff&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=nnkX2ilmcI&neighborhood=Sea%20Cliff&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,SoMa,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=dnjX2clRcI&neighborhood=South%20of%20Market&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=dnjX2clRcI&neighborhood=South%20of%20Market&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Sunset,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=ZrfX2schcI&neighborhood=Sunset&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=ZrfX2schcI&neighborhood=Sunset&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Telegraph Hill,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://stage.admin.liveby.com/preview.html?stage=true&id=XaoX2qhUcI&neighborhood=Telegraph%20Hill&brokerage=liveby&features=map,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=XaoX2qhUcI&neighborhood=Telegraph%20Hill&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
San Francisco,,,Twin Peaks,,https://www.sothebysrealty.com/eng/san-francisco-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,https://admin.liveby.com/preview.html?stage=true&id=lgeX2SYdcI&neighborhood=Twin%20Peaks&brokerage=liveby&features=map,,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=lgeX2SYdcI&neighborhood=Twin%20Peaks&brokerage=liveby&features=map,tom.hertenstein@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Carpinteria / Summerland,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61c2370227c040000864054a,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=dSTj1ifnqH&neighborhood=Carpinteria%20/%20Summerland&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Goleta,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af8800397c60e236c14c604,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=tWXj1kVhsH&neighborhood=Goleta&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Hope Ranch,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5dbc4ef943901200019f398a,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=bdUj1otwrH&neighborhood=Hope%20Ranch&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Montecito,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af88c0edd318e254785d75e,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rlWj1gdXrH&neighborhood=Montecito&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Ojai,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87d8797c60e236c14c524,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nUYj1gTsoH&neighborhood=Ojai&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Santa Barbara,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af8800b97c60e236c14c606,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fgXj1gUprH&neighborhood=Santa%20Barbara&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Barbara Region Snapshot,Santa Barbara,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af8800b97c60e236c14c606,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fgXj1gUprH&neighborhood=Santa%20Barbara&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Ynez Valley Region Snapshot,Ballard / Solvang,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61c23701fcbff90008b7f4d1,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=TdYk1wmXuH&neighborhood=Ballard%20/%20Solvang&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Ynez Valley Region Snapshot,Buellton,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87fbb97c60e236c14c5e7,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=RTak1qZkuH&neighborhood=Buellton&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Ynez Valley Region Snapshot,Los Olivos,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af88b79dd318e254785d714,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=lUkk1apVuH&neighborhood=Los%20Olivos&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Ynez Valley Region Snapshot,Santa Ynez,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af88d95dd318e254785d829,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=bpYk1igRuH&neighborhood=Santa%20Ynez&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,Santa Ynez Valley Region Snapshot,Santa Ynez Valley,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61c4efeef72cf80009d3d439,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=drek1sSRuH&neighborhood=Santa%20Ynez%20Valley&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Barbara and Santa Ynez Vallley,,Santa Barbara / Santa Ynez,,,https://www.sothebysrealty.com/eng/santa-barbara-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61c4f3e16584510008338fb6,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=forj1ijusH&neighborhood=Santa%20Barbara%20/%20Santa%20Ynez%20Valley&brokerage=liveby&features=map,erica.sorensen@sothebys.realty
Santa Fe,All Albuquerque ,,,,,"2018, 2019, 2020, 2021",4,,5ac6685489609d000170038c,,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=dfbn1adRcF&neighborhood=Albuquerque&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,All Santa Fe,,,,,"2018, 2019, 2020, 2021",4,,5aff45cd46992cc3b7cce36d,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fbbq1gpfYF&neighborhood=Santa%20Fe%20County&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Eastside,,,,"2018, 2019, 2020, 2021",4,,5d8245cbcb118a0001879237,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=blpq1UoiXF&neighborhood=Sante%20Fe%20Histroic%20District%20/%20Historic%20Eastside&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Eldorado,,,,"2018, 2019, 2020, 2021",4,,5afa1c83435ebd270db32441,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Turp1cviXF&neighborhood=Eldorado%20at%20Santa%20Fe&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Las Campanas,,,,"2018, 2019, 2020, 2021",4,,5d82437a30725700018859d3,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=tlwq1YUXYF&neighborhood=Las%20Campanas%20Estates&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Northeast City,,,,"2018, 2019, 2020, 2021",4,,5e7d69a53212bd00011698b9,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jfVn1YbSbF&neighborhood=Northeast%20Albuquerque&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Northwest of City Limits,,,,"2018, 2019, 2020, 2021",4,,5e7d69a56830400001b6651a,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=TWmn1qhZcF&neighborhood=Northwest%20Albuquerque&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Rancho Viejo,,,,"2018, 2019, 2020, 2021",4,,61eef01a9bfbcd0009b07150,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=RmZq1opTYF&neighborhood=Rancho%20Viejo&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Southside,,,,"2018, 2019, 2020, 2021",4,,5cc0aa9376b01c00013ab881,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Tpnm1gWYcF&neighborhood=Southside%20Farms&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,Tesuque,,,,"2018, 2019, 2020, 2021",4,,5afa1e1b435ebd270db32518,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jRZr1ergXF&neighborhood=Tesuque&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Santa Fe,,,,,,"2018, 2019, 2020, 2021",4,,5aff45cd46992cc3b7cce36d,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fbbq1gpfYF&neighborhood=Santa%20Fe%20County&brokerage=liveby&features=map,Ryan.Ferguson@sothebys.realty
Sonoma - Napa Wine Country,Napa County,Calistoga,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5afc46a22f86c27281e526ec,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=dtfb2wSSeI&neighborhood=Sonoma%20County&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Napa County,Napa,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87fb797c60e236c14c5e5,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rbgc2WaVdI&neighborhood=Calistoga&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Napa County,St Helena,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87fb897c60e236c14c5e6,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Zhcb2ktsbI&neighborhood=Yountville&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Napa County,Yountville,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87f4c97c60e236c14c5c0,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=pkoa2wRfbI&neighborhood=Napa&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Napa County,,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87f4d97c60e236c14c5c1,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=XcSc2mbfcI&neighborhood=St.%20Helena&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Healdsburg,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87dcd97c60e236c14c53e,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=bpea2kYhdI&neighborhood=Petaluma&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Petaluma,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af6129c58e8cb18e56cc09b,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=locb2sZneI&neighborhood=Sebastopol&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Russian River,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,608aafcff2d7f10009478628,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nlnb2utfgI&neighborhood=Coastal%20Sonoma&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Santa Rosa,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5f2979ad88c77d000122284e,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rXpb2obrfI&neighborhood=Russian%20River&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Sebastopol,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87dd797c60e236c14c53f,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jakb2iXReI&neighborhood=Santa%20Rosa&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Sonoma Coast,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,608aafcff2d7f10009478628,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nlnb2utfgI&neighborhood=Coastal%20Sonoma&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,Sonoma Valley,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87f2297c60e236c14c5b2,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fqnc2wqteI&neighborhood=Healdsburg&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,Sonoma County,,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,608aafd5c074ce0009c88670,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Tgva2UokcI&neighborhood=Sonoma%20Valley&brokerage=liveby&features=map,kate.marburger@sothebys.realty
Sonoma - Napa Wine Country,,,,"MLSListings, SFAR, ",https://www.sothebysrealty.com/eng/sonoma-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61cb6bffec55d3e2a5bf1d17,mlslistings,SingleFamilyResidence,https://admin.liveby.com/preview.html?stage=true&id=XiXc2koXcI&neighborhood=Wine%20Country&brokerage=liveby&features=map,kate.marburger@sothebys.realty
